id_registro,id_coleta,data_scraping,data_analise_ia,data_geolocalizacao,evento,categoria,data_inicio,data_fim,horario_inicio,horario_fim,local_informado,endereco_informado,bairro_informado,referencia_local,descricao,confianca_extracao,observacoes,perfil,data_publicacao,url_post,shortcode,erros_imagem,_post_id,_event_index
e6990df6a4e34a9d1bd3a14cf51778388211364bd0a5e53aa211be525d7abe90,,,,,Tímon,cultura,2026-09-13,2026-09-13,19:30,,Teatro Camarim,,,,Espetáculo teatral da Persona Cia de Teatro.,0.96,,floripa.cultural,2026-09-12 09:50:32,https://www.instagram.com/p/DdMBGLKRUlr/,DdMBGLKRUlr,,DdMBGLKRUlr,11
5927246e064dccf93d120ac4586e088af3d778bccebdc7fd2bee92e9e8ef614d,,,,,Sesc Celebra 80 anos,musica,2026-09-13,2026-09-13,13:00,19:30,Ginásio do Sesc Prainha,,,,"Shows do Sesc Celebra 80 anos com Orquestra de choro Mulheril, Patu Fu e Giramundo, e Renato Teixeira.",0.97,,floripa.cultural,2026-09-12 09:50:32,https://www.instagram.com/p/DdMBGLKRUlr/,DdMBGLKRUlr,,DdMBGLKRUlr,12
832957dd0e4685387d9212593392628547ffd20ef37591d4476c5b45c2e8b2d2,,,,,Circuito gastronômico no Restaurante Lindacap,gastronomia,2026-09-11,2026-09-11,,,Restaurante Lindacap,,Coqueiros,,"Publicação destaca o Restaurante Lindacap em ação de circuito gastronômico, com menu de entradas, pratos principais e frutos do mar.",0.97,Evento inferido como visita/experiência gastronômica a partir da legenda e imagens; não há data ou horário específico além da data da publicação.,floripa.cultural,2026-09-11 10:03:49,https://www.instagram.com/p/DdJeYuKkXuK/,DdJeYuKkXuK,imagem 6: UnidentifiedImageError; imagem 7: UnidentifiedImageError; imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdJeYuKkXuK,0
2fc5f4926e5e6de0c473a2330287c4fa6490ad4d2356662723112a21b1cf8190,,,,,Roda de Choro Bugio,musica,2026-09-14,2026-09-14,19:30,,Bugio Trindade,,,,"Roda de choro com participações especiais, música ao vivo e contribuição sugerida de R$20.",0.98,"A imagem informa também 'bar às 17h', mas o horário do evento foi explicitamente marcado como início às 19h30; não foi considerado como horário do evento.",bugiotrindade,2026-09-13T22:14:31.000Z,https://www.instagram.com/p/DdPmyPsBM3t/,DdPmyPsBM3t,,DdPmyPsBM3t,0
1e32c282b162fc5ee149c2b16b84eeaa7bbce741f7e1acbee56e523a1e0f3887,,,,,Vozes à Solta — oficina de canto,cultura,2026-09-15,2026-09-15,,,Bugio Lab,,Centro,Florianópolis,"Oficina de canto com exercícios vocais, ritmo corporal, canto em conjunto e expressão vocal.",0.98,Data resolvida a partir da legenda; legenda informa inscrição via link na bio da Bugio.,rodrigomancusi,2026-09-13T21:30:31.000Z,https://www.instagram.com/p/DdPhsRZo3AQ/,DdPhsRZo3AQ,,DdPhsRZo3AQ,0
0dbd14a62cd9b96b97ee5211a1f9b02b393d9efdeb84e37f9fdd85f7f8c2b3d5,,,,,Choro Bugio / Roda de Choro Bugio,musica,2026-09-14,2026-09-14,19:30,,Bugio Trindade,,,,Roda de choro com repertório de choro.,0.99,"Horário inicial extraído da arte; a arte também menciona 17h sem contexto claro, mas o bloco do evento indica início 19h30.",bugiotrindade,2026-09-13T15:39:04.000Z,https://www.instagram.com/p/DdO5voUlfwI/,DdO5voUlfwI,imagem 10: UnidentifiedImageError,DdO5voUlfwI,0
70c2e955afb419ef48efc2d43b392dc8e0ebe85b62c8a12384007a2a0ad380da,,,,,Aberto para bate-papo e encontros + chope em dobro,gastronomia,2026-09-15,2026-09-16,,20:00,Bugio Trindade,,,,Casa aberta para encontros com promoção de chopes e drinks em dobro até as 20h.,0.97,"Post menciona terça e quarta; arte diz 'todas terças, quartas e sábados' com a promoção até as 20h, sem horário de início explícito.",bugiotrindade,2026-09-13T15:39:04.000Z,https://www.instagram.com/p/DdO5voUlfwI/,DdO5voUlfwI,imagem 10: UnidentifiedImageError,DdO5voUlfwI,1
f7615541f027ebb839f2d270c6e370cd9663f83591f426390297d1040e8f1bff,,,,,O canto do Sabiá,musica,2026-09-17,2026-09-17,20:30,,Bugio Trindade,,,,Apresentação de Mixa e Ian Fabris com o projeto O canto do Sabiá.,0.99,A arte mostra 17h e início 20h30; usei o horário explicitamente marcado como início do evento.,bugiotrindade,2026-09-13T15:39:04.000Z,https://www.instagram.com/p/DdO5voUlfwI/,DdO5voUlfwI,imagem 10: UnidentifiedImageError,DdO5voUlfwI,2
310f6189cd6435b3f019af7fbef1aa5140bd0dbadb141f8e7969f875add2514b,,,,,Noite paraense com Banzeiro da Magia,musica,2026-09-18,2026-09-18,20:30,,Bugio Trindade,,,,Show com repertório de ritmos amazônicos e paraenses.,0.99,,bugiotrindade,2026-09-13T15:39:04.000Z,https://www.instagram.com/p/DdO5voUlfwI/,DdO5voUlfwI,imagem 10: UnidentifiedImageError,DdO5voUlfwI,3
6c2c85627cc62f396c4937ad3bd933e2286da2f9de5d5c10ee9d45861f6e023e,,,,,Forró do Mancusi,musica,2026-09-19,2026-09-19,20:30,,Bugio Trindade,,,,Baile com Rodrigo Mancusi e repertório de forró e música nordestina.,0.99,"A arte informa valor sugerido, mas isso não altera os dados de agenda.",bugiotrindade,2026-09-13T15:39:04.000Z,https://www.instagram.com/p/DdO5voUlfwI/,DdO5voUlfwI,imagem 10: UnidentifiedImageError,DdO5voUlfwI,4
d3f2dd0f648dd5b49c09fa3635c6045ec58fb1a2bb57caa6125fbb8e6ebdd3b4,,,,,Set em vinis da Vinilaria,musica,2026-09-13,2026-09-13,16:00,,bar,,,,Bar abre às 16h com set em vinis da Vinilaria.,0.97,,bugiocentro,2026-09-13T15:01:14.000Z,https://www.instagram.com/p/DdO1aiAFHjn/,DdO1aiAFHjn,imagem 3: UnidentifiedImageError; imagem 4: UnidentifiedImageError,DdO1aiAFHjn,0
068173cb02d0010f8b8337dc87d441067b7f039a0c015b2dd9d51ae4b9806fb6,,,,,Encontro de bordado livre,cultura,2026-09-13,2026-09-13,,,bugiolab,,,,Encontro de bordado livre com @linhas_do_desterro.,0.97,,bugiolab,2026-09-13T00:34:12.000Z,https://www.instagram.com/p/DdNRalapD8v/,DdNRalapD8v,,DdNRalapD8v,0
dfd489a1c61db895345c27bd1bedcc2a24c5bf723b45863d18408438db68bc9a,,,,,Encontro de desenho,cultura,2026-09-13,2026-09-13,,,bugiolab,,,,Encontro de desenho com @modelo.vivo.floripa.,0.97,,bugiolab,2026-09-13T00:34:12.000Z,https://www.instagram.com/p/DdNRalapD8v/,DdNRalapD8v,,DdNRalapD8v,1
defea880f9d9eef6d0e374720b684f613def2cd304f4f02a5763618570d8c51c,,,,,Ateliê de cerâmica,cultura,2026-09-13,2026-09-13,,,bugiolab,,,,Ateliê de cerâmica com @corpusceramicas.,0.97,,bugiolab,2026-09-13T00:34:12.000Z,https://www.instagram.com/p/DdNRalapD8v/,DdNRalapD8v,,DdNRalapD8v,2
17d9f2d8b28ce0f9335437d3efb325934fd67e2463713175cdc6a60009f326d0,,,,,Roda Samba Choro,musica,2026-09-13,2026-09-13,,,bugiolab,,,,Roda Samba Choro com trilha sonora no encontro mencionado no post.,0.91,Evento inferido como programação musical concreta mencionada na legenda; não há horário informado.,bugiolab,2026-09-13T00:34:12.000Z,https://www.instagram.com/p/DdNRalapD8v/,DdNRalapD8v,,DdNRalapD8v,3
84292df8065a89b9ca2a22b38098476ab70d80426ea3135d68cfe0cc0d72af3d,,,,,Inscrições para lançamentos no 1° FLIPA - Festival Literário de Floripa,cultura,2026-09-12,2026-09-14,,,,,,,Inscrições abertas para lançamentos no 1° FLIPA - Festival Literário de Floripa.,0.96,Prazo informado na legenda e na imagem: 'até 14 set 26'.,setorialhumanidadesfloripa,2026-09-12T19:26:19.000Z,https://www.instagram.com/p/DdMtdulKvJC/,DdMtdulKvJC,,DdMtdulKvJC,0
c2f96fcc43805bf5c0f086de6906eb06192dd00b7b2ec7057062da9daf053805,,,,,Fórum do Plano Municipal de Cultura 2026-2036,cultura,2026-09-12,,,,,,,,"Participação no Fórum do Plano Municipal de Cultura 2026-2036, com apresentação de apontamentos da Setorial de Humanidades, Leitura e Literatura.",0.98,"A imagem mostra a apresentação do plano e atividade em andamento; a data foi inferida pela data da publicação, pois não há data explícita do evento no post.",setorialhumanidadesfloripa,2026-09-12T17:50:00.000Z,https://www.instagram.com/p/DdMj7uAkQFX/,DdMj7uAkQFX,imagem 3: UnidentifiedImageError; imagem 4: UnidentifiedImageError,DdMj7uAkQFX,0
44a40cc59c0a89ccde28b3a56fce2d7e69ce08a01d8f3a21f8f495a384d8304b,,,,,9º Encontro Nacional e Internacional de Mulheres na roda de samba - Florianópolis,musica,2026-09-26,2026-09-26,15:00,23:30,Bugio Trindade,,,,Encontro de mulheres na roda de samba com cantoras confirmadas em Florianópolis.,0.99,,mulheresnarodadesambafloripa,2026-09-12T16:52:35.000Z,https://www.instagram.com/p/DdMdXJHDsOu/,DdMdXJHDsOu,imagem 5: UnidentifiedImageError; imagem 6: UnidentifiedImageError; imagem 7: UnidentifiedImageError; imagem 8: UnidentifiedImageError,DdMdXJHDsOu,0
d1f046a65c12d9ac4b6903bc2e7e3e7a2048083e671a982968684172587250e6,,,,,Forró da Nati + chope em dobro,musica,2026-09-12,2026-09-12,20:30,,,,,,"Apresentação de forró com Forró da Nati, participação de Gabi Mafra, Lagartixa e Catalina, com chope em dobro.",0.96,Legenda informa 'Sábado | 12 de setembro' e horário do forró às 20h30. Não há nome do local explicitado no texto/imagem.,bugiotrindade,2026-09-12T12:13:43.000Z,https://www.instagram.com/p/DdL9Xxks2Gq/,DdL9Xxks2Gq,,DdL9Xxks2Gq,0
5b35c3f35615307f18e05c339c21f8824803a81d5f8f6f739e8c5714ba1bf40f,,,,,Feijoada servida nas mesas,gastronomia,2026-09-12,2026-09-12,11:30,17:00,Bugio Centro,,,,Feijoada de sábado servida nas mesas.,0.98,,bugiocentro,2026-09-12T12:00:09.000Z,https://www.instagram.com/p/DdL75Z_lWOU/,DdL75Z_lWOU,imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdL75Z_lWOU,0
cc643b01df016f68475c7432bddbf5eebc718f9df55d69116d4f6a9ce954972f,,,,,Trio Samba Choro,musica,2026-09-12,2026-09-12,13:30,,Largo da Antonieta,,,,"Apresentação de Trio Samba Choro com Lelê do Bandolim, Gustavo Lopes e Neno Moura.",0.97,"Legenda menciona 14h, mas a imagem do evento indica 13h30.",bugiocentro,2026-09-12T12:00:09.000Z,https://www.instagram.com/p/DdL75Z_lWOU/,DdL75Z_lWOU,imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdL75Z_lWOU,1
2f641bc6f21654c3101a924583a5a25a930bd0cc61ab2eb25f04a738bae8dab6,,,,,Encontro Aberto de Bordado Livre,cultura,2026-09-12,2026-09-12,15:00,,Bugio Lab,,,,Encontro aberto de bordado livre com a Coletiva de Bordado Linhas do Desterro.,0.96,,bugiocentro,2026-09-12T12:00:09.000Z,https://www.instagram.com/p/DdL75Z_lWOU/,DdL75Z_lWOU,imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdL75Z_lWOU,2
fefaf1d5535b4802ccf6623e179048637e7d90300c7fede96e1e7d5af6401b01,,,,,Samba da Antonieta convida Jú Queiróz e Du Kadência,musica,2026-09-12,2026-09-12,17:00,,Bugio Centro,,,Victor Meirelles,Roda de samba com Jú Queiróz e Du Kadência.,0.98,,bugiocentro,2026-09-12T12:00:09.000Z,https://www.instagram.com/p/DdL75Z_lWOU/,DdL75Z_lWOU,imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdL75Z_lWOU,3
f4ccbdfa90a73a9c766e53e780482e7c509300b9eb0168c9257c9b3d707dd30b,,,,,Os Gêmeos do Baile - Especial Michael Jackson,musica,2026-09-12,2026-09-12,23:00,,Bugio Centro,,,,Noite especial em homenagem a Michael Jackson com Os Gêmeos do Baile.,0.99,,bugiocentro,2026-09-12T12:00:09.000Z,https://www.instagram.com/p/DdL75Z_lWOU/,DdL75Z_lWOU,imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdL75Z_lWOU,4
4062dfed2f64f26e5f5a3705930198c6b65b0d2be909f16e2cf097ac635abe9e,,,,,1º Festival Literário de Floripa,cultura,2026-09-19,2026-09-19,14:00,22:00,Associação Cultural Baiacu de Alguém,"Rua Padre Lourenço Rodrigues de Andrade, 650",Santo Antônio de Lisboa,,Festival literário com programação alterada para começar às 14h e seguir até às 22h.,0.98,"A legenda informa que a programação será lançada no fim de semana, mas sem data concreta; extraído apenas o evento com data e horário explícitos na arte e legenda.",setorialhumanidadesfloripa,2026-09-11T22:16:20.000Z,https://www.instagram.com/p/DdKdnjwn7vd/,DdKdnjwn7vd,imagem 3: UnidentifiedImageError; imagem 4: UnidentifiedImageError,DdKdnjwn7vd,0
2c159a8fc504b3e364a1606c1fb3575f8630a70bda9441adffd6f9301f60cfa1,,,,,Julia Kluber & Pedro Bienemann,musica,2026-09-11,2026-09-11,20:30,,O Araçá Botequim,"R. Manoel Severino de Oliveira, 19",Lagoa da Conceição,,Show de Julia Kluber & Pedro Bienemann.,0.99,,oaracabotequim,2026-09-11T21:38:45.000Z,https://www.instagram.com/p/DdKZURLFKdC/,DdKZURLFKdC,imagem 6: UnidentifiedImageError; imagem 7: UnidentifiedImageError; imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdKZURLFKdC,0
5401e95d6bd70ba6c00c594a1c6e414006b071468e504b738bcc80f85affb7c6,,,,,Feijoada do Araçá + Roda de Choro,gastronomia,2026-09-12,2026-09-12,11:00,15:00,O Araçá Botequim,"R. Manoel Severino de Oliveira, 19",Lagoa da Conceição,,Feijoada com roda de choro.,0.98,,oaracabotequim,2026-09-11T21:38:45.000Z,https://www.instagram.com/p/DdKZURLFKdC/,DdKZURLFKdC,imagem 6: UnidentifiedImageError; imagem 7: UnidentifiedImageError; imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdKZURLFKdC,1
8b3603731a14dafa3cc58298c72ef90ca799ee4e122e69f30b586c30f9b58683,,,,,Deo Martins convida Ettore Bacci & Gregor Nite,musica,2026-09-12,2026-09-12,20:00,,O Araçá Botequim,"R. Manoel Severino de Oliveira, 19",Lagoa da Conceição,,Show de Deo Martins convidando Ettore Bacci & Gregor Nite.,0.98,,oaracabotequim,2026-09-11T21:38:45.000Z,https://www.instagram.com/p/DdKZURLFKdC/,DdKZURLFKdC,imagem 6: UnidentifiedImageError; imagem 7: UnidentifiedImageError; imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdKZURLFKdC,2
3fa07b350b0ef049bda9233ef19defc612465852b310b273a4123f394971c84a,,,,,Samba do Araçá convida Diz o Tom Calixto,musica,2026-09-13,2026-09-13,19:00,,O Araçá Botequim,"R. Manoel Severino de Oliveira, 19",Lagoa da Conceição,,Samba do Araçá com participação de Diz o Tom Calixto.,0.98,,oaracabotequim,2026-09-11T21:38:45.000Z,https://www.instagram.com/p/DdKZURLFKdC/,DdKZURLFKdC,imagem 6: UnidentifiedImageError; imagem 7: UnidentifiedImageError; imagem 8: UnidentifiedImageError; imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdKZURLFKdC,3
d04efc5c2ba4e8f34f3ae8fbd93595f2aefc2c5c93f65a9cd9a1d3f044634af4,,,,,"Exposição ""Ressonâncias do Gesto""",cultura,2026-09-11,2026-09-17,,,Espaço 3 da Fundação Cultural Badesc,,,,"Mostra da artista visual Lena Peixer, em cartaz com entrada gratuita.",0.96,A publicação informa que a artista passa a dar nome ao Espaço 3 da Fundação.,fundacaoculturalbadesc,2026-09-11T21:00:06.000Z,https://www.instagram.com/p/DdKANqAA8aC/,DdKANqAA8aC,,DdKANqAA8aC,0
2629e194ccf42454deae141ae9548ce1481927541509db874635cbbf4c82708e,,,,,1º Festival Literário de Florianópolis,cultura,2026-09-19,2026-09-19,14:00,20:00,Espaço Cultural do Baiacu de Alguém,"Rua Padre Lourenço Rodrigues de Andrade, 650",Santo Antônio de Lisboa,,"Festival literário com lançamentos de livros, rodas de conversa, bingo literário e sarau poético.",0.99,,baiacudealguem,2026-09-11T19:58:52.000Z,https://www.instagram.com/p/DdKN32FKR6G/,DdKN32FKR6G,,DdKN32FKR6G,0
fd84f650457017961233d64b8e662b5a474f27e7001ca3e4976a4317f8f1a66b,,,,,Show Brisas do Sul,musica,2026-09-19,2026-09-19,20:00,,Espaço Cultural do Baiacu de Alguém,"Rua Padre Lourenço Rodrigues de Andrade, 650",Santo Antônio de Lisboa,,"Show musical com repertório voltado às raízes culturais, tradições e paisagens do sul do Brasil.",0.98,,baiacudealguem,2026-09-11T19:58:52.000Z,https://www.instagram.com/p/DdKN32FKR6G/,DdKN32FKR6G,,DdKN32FKR6G,1
059a1897b4106f85423730cf433638c692d20570b00226666ff766ade7c589c5,,,,,"Lançamento do livro ""Escandalizar Desertos"", de Andreia Dacoregio",cultura,2026-09-18,,18:00,,Fundação Cultural Badesc,"Rua Visconde de Ouro Preto, 216",,,"Lançamento do terceiro livro de poesia de Andreia Dacoregio, com entrada gratuita.",0.98,,fundacaoculturalbadesc,2026-09-11T16:21:20.000Z,https://www.instagram.com/p/DdJ0fT7OJfP/,DdJ0fT7OJfP,,DdJ0fT7OJfP,0
51e9997ced31c1ab822832fcceca0ff23f498efe4b3dcb6f459826a58f7b6966,,,,,SHAKE - FABIANI + STTAR,musica,2026-09-11,,22:30,,Bugio Centro,,,,Festa com os DJs Fabiani e Sttar. Gratuito para clientes.,0.98,,bugiocentro,2026-09-11T15:00:24.000Z,https://www.instagram.com/p/DdJrutyFAMr/,DdJrutyFAMr,imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdJrutyFAMr,0
6598c7a19fd26cea8ac1069072d3a18bc7996601e75ca536d36d18ab44827b91,,,,,Trio Samba Choro,musica,2026-09-12,,14:00,,Largo da Antonieta,,,,"Roda de samba/choro com Lelê do Bandolim, Gustavo Lopes e Neno Moura.",0.97,Evento colaborativo.,bugiocentro,2026-09-11T15:00:24.000Z,https://www.instagram.com/p/DdJrutyFAMr/,DdJrutyFAMr,imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdJrutyFAMr,1
453b44a98efeeedba0df88f348e8ea83d8c4c25fca9f3d5a00199511833f255c,,,,,Samba da Antonieta convida Jú Queiróz e Du Kadência,musica,2026-09-12,,17:00,,Bugio Centro,,,Victor Meirelles,Roda de samba com convidados Jú Queiróz e Du Kadência.,0.98,Legenda informa início às 17h; imagem confirma início às 17h e valor sugerido de R$ 20.,bugiocentro,2026-09-11T15:00:24.000Z,https://www.instagram.com/p/DdJrutyFAMr/,DdJrutyFAMr,imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdJrutyFAMr,2
d286297622d376eb9e8cadf99135307d4cb796d3700e8f337208b3821821362b,,,,,Os Gêmeos do Baile - Especial Michael Jackson,musica,2026-09-12,,23:00,,Bugio Centro,,,,Noite em homenagem a Michael Jackson com Os Gêmeos do Baile.,0.98,Legenda menciona ingressos antecipados no link da bio.,bugiocentro,2026-09-11T15:00:24.000Z,https://www.instagram.com/p/DdJrutyFAMr/,DdJrutyFAMr,imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdJrutyFAMr,3
ad253ef1f1544d7e6780252d18c0100abf36c5986a5f5b342ba132387404e4ce,,,,,Vinilaria Bugio,musica,2026-09-13,,17:00,,Largo da Antonieta,,,,Discotecagem em vinil no Largo da Antonieta.,0.97,Terceira edição do projeto.,bugiocentro,2026-09-11T15:00:24.000Z,https://www.instagram.com/p/DdJrutyFAMr/,DdJrutyFAMr,imagem 9: UnidentifiedImageError; imagem 10: UnidentifiedImageError,DdJrutyFAMr,4
8d52a40e253c34c77289c6a6068039d58fc46e6bfa5157abe66c8f16838ed474,,,,,Caça-brindes com QR codes espalhados pelos arredores da UFSC,feira,2026-09-11,2026-09-18,,,UFSC,,,arredores do campus,Jogo de caça-brindes com QR codes espalhados pelo campus para resgate de prêmios.,0.94,Prazo máximo de retirada do brinde informado como 1 semana após a caça; data final calculada a partir da publicação.,bugiotrindade,2026-09-11T11:34:24.000Z,https://www.instagram.com/p/DdJUJtrFuS_/,DdJUJtrFuS_,imagem 5: UnidentifiedImageError; imagem 6: UnidentifiedImageError; imagem 7: UnidentifiedImageError; imagem 8: UnidentifiedImageError,DdJUJtrFuS_,0
040cade068ac2099fe0fbc43b387e8a119fc2575f5866ca276030a2d2cbbc8b9,,,,,Especial Michael Jackson com Os Gêmeos do Baile,musica,2026-09-12,,22:00,,Bugio Centro,,,,Apresentação especial de Michael Jackson com Os Gêmeos do Baile no Bugio Centro.,0.97,,bugiocentro,2026-09-11T00:10:17.000Z,https://www.instagram.com/p/DdIFkynobw_/,DdIFkynobw_,,DdIFkynobw_,0
6a391ff7cdd859c9ba70ff48dc1c933382974a0b8e4301e2f86ad8edca6d5d9c,,,,,SHAKE com DJs Fabiani e Sttar,musica,2026-09-11,,22:30,,Bugio Centro,,,,"Festa pop com DJs Fabiani e Sttar, com entrada gratuita para clientes.",0.99,Data inferida do cartaz (11.09) em relação à data da publicação (2026-09-10).,bugiocentro,2026-09-10T20:23:21.000Z,https://www.instagram.com/p/DdHr2TwyHAv/,DdHr2TwyHAv,,DdHr2TwyHAv,0
6fbb162280daa2e0febca594dec819714be2d84819c009e7f1b64661a74e74e4,,,,,Vinilaria Bugio,musica,2026-09-13,2026-09-13,17:00,,Largo da Antonieta,,,,Encontro dedicado ao vinil com seleção musical e abertura por Calvin Trezzi.,0.95,Data e horário extraídos da imagem; legenda confirma o nome do evento e o formato musical.,bugiocentro,2026-09-10T14:37:47.000Z,https://www.instagram.com/p/DdHEV0SMInB/,DdHEV0SMInB,,DdHEV0SMInB,0
